message_id,author_id,message_time
971175005297709056,814229497427525673,"2022-05-03 22:22:44.822000+00:00"
971175016018350142,883339168179163206,"2022-05-03 22:22:47.378000+00:00"
971175039565189130,209689396545454080,"2022-05-03 22:22:52.992000+00:00"
971175042220183622,893683725655769118,"2022-05-03 22:22:53.625000+00:00"
971175082368049182,756007885238042626,"2022-05-03 22:23:03.197000+00:00"
971175091046084658,867648368272736306,"2022-05-03 22:23:05.266000+00:00"
971175112139243530,934247324891377724,"2022-05-03 22:23:10.295000+00:00"
971175132208975873,860510942420271114,"2022-05-03 22:23:15.080000+00:00"
971175132280287292,346325615693266944,"2022-05-03 22:23:15.097000+00:00"
971175143093174292,883029439657693225,"2022-05-03 22:23:17.675000+00:00"
971175157613879316,165605825392410624,"2022-05-03 22:23:21.137000+00:00"
971175170175807508,849690397822681188,"2022-05-03 22:23:24.132000+00:00"
971175177134170172,814229497427525673,"2022-05-03 22:23:25.791000+00:00"
971175189125677126,883339168179163206,"2022-05-03 22:23:28.650000+00:00"
971175246717653012,748019563475763392,"2022-05-03 22:23:42.381000+00:00"
971175293928763434,890401586029948999,"2022-05-03 22:23:53.637000+00:00"
971175294641786880,748019563475763392,"2022-05-03 22:23:53.807000+00:00"
971175363541598248,817424344682463273,"2022-05-03 22:24:10.234000+00:00"
971175369057112124,209689396545454080,"2022-05-03 22:24:11.549000+00:00"
971175393463783474,814229497427525673,"2022-05-03 22:24:17.368000+00:00"
971175424329654293,663836947634061342,"2022-05-03 22:24:24.727000+00:00"
971175451127078962,814229497427525673,"2022-05-03 22:24:31.116000+00:00"
971175464385265705,408300814558429205,"2022-05-03 22:24:34.277000+00:00"
971175610946818088,228897170265210881,"2022-05-03 22:25:09.220000+00:00"
971175648645222440,814229497427525673,"2022-05-03 22:25:18.208000+00:00"
971175673907519558,250721933442678784,"2022-05-03 22:25:24.231000+00:00"
971175738071973999,742400883085803611,"2022-05-03 22:25:39.529000+00:00"
971175915868545074,826986439346487357,"2022-05-03 22:26:21.919000+00:00"
971175934659035196,748019563475763392,"2022-05-03 22:26:26.399000+00:00"
971176069359087689,912402853899927603,"2022-05-03 22:26:58.514000+00:00"
971176073544990781,97175307026448384,"2022-05-03 22:26:59.512000+00:00"
971176104956162099,867648368272736306,"2022-05-03 22:27:07.001000+00:00"
971176114129088552,442013191967473664,"2022-05-03 22:27:09.188000+00:00"
971176122932924457,543021642880909313,"2022-05-03 22:27:11.287000+00:00"
971176124384157707,282642104969330688,"2022-05-03 22:27:11.633000+00:00"
971176133225742436,652133807499247707,"2022-05-03 22:27:13.741000+00:00"
971176156936146996,934247324891377724,"2022-05-03 22:27:19.394000+00:00"
971176167937810442,883029439657693225,"2022-05-03 22:27:22.017000+00:00"
971176235805835345,332582970319699969,"2022-05-03 22:27:38.198000+00:00"
971176317447995412,228897170265210881,"2022-05-03 22:27:57.663000+00:00"
971176405914239028,344197396600848384,"2022-05-03 22:28:18.755000+00:00"
971176442102710322,332352979157909525,"2022-05-03 22:28:27.383000+00:00"
971176563448090654,247835983872000001,"2022-05-03 22:28:56.314000+00:00"
971176572369379379,247835983872000001,"2022-05-03 22:28:58.441000+00:00"
971176675398287460,413605856161038337,"2022-05-03 22:29:23.005000+00:00"
971176738979717180,247835983872000001,"2022-05-03 22:29:38.164000+00:00"
971176781317017690,250721933442678784,"2022-05-03 22:29:48.258000+00:00"
971177072695316490,854025602440364062,"2022-05-03 22:30:57.728000+00:00"
971177159077003275,854025602440364062,"2022-05-03 22:31:18.323000+00:00"
971177160754728981,930600112340742225,"2022-05-03 22:31:18.723000+00:00"
971177211732308108,867648368272736306,"2022-05-03 22:31:30.877000+00:00"
971177312286556180,356348172122980352,"2022-05-03 22:31:54.851000+00:00"
